"Date: 2026-06-07+0000"
"Version: 7.2"
"Status: 
0 Normal
"","ME","EB meter check ✅","TEXT","","","N","2025-04-15T03:30:00+0000","2025-04-15T03:30:00+0000","PT0S
-P1D","","0","2","2025-04-01T03:37:14+0000","2025-04-17T13:05:28+0000","-83562885087231","Asia/Calcutta","false","false",,,"kanban","360","","TASK"
"","ME","Buy Rice packing plastic covers for Beef Freezer packing","TEXT","","","N","2025-08-01T18:30:00+0000","2025-08-01T18:30:00+0000","","","0","2","2025-03-31T10:18:08+0000","2026-03-19T15:00:52+0000","-83562885021695","Asia/Calcutta","true","false",,,"kanban","361","","TASK"
"","ME","Daily EB units check ","TEXT","","","N","2025-04-17T16:00:00+0000","2025-04-17T16:00:00+0000","","FREQ=DAILY;INTERVAL=1;COUNT=1","5","2","2025-03-30T11:46:16+0000","2025-04-17T05:14:02+0000","-82463373393919","Asia/Calcutta","false","false",,,"kanban","362","","TASK"
"","ME","Daily EB units check ","TEXT","","","N","2025-04-16T16:00:00+0000","2025-04-16T16:00:00+0000","","","5","2","2025-03-30T11:46:16+0000","2025-04-17T04:15:36+0000","-82463373393919","Asia/Calcutta","false","false",,,"kanban","363","","TASK"
"","ME","Daily EB units check ","TEXT","","","N","2025-04-13T16:00:00+0000","2025-04-13T16:00:00+0000","PT0S","","5","2","2025-03-30T11:46:16+0000","2025-04-15T09:21:14+0000","-82463373393919","Asia/Calcutta","false","false",,,"kanban","364","","TASK"
"","ME","Daily EB units check ","TEXT","","","N","2025-04-12T16:00:00+0000","2025-04-12T16:00:00+0000","PT0S","","5","2","2025-03-30T11:46:16+0000","2025-04-13T16:21:25+0000","-82463373393919","Asia/Calcutta","false","false",,,"kanban","365","","TASK"
"","ME","Daily EB units check ","TEXT","","","N","2025-04-11T16:00:00+0000","2025-04-11T16:00:00+0000","PT0S","","5","2","2025-03-30T11:46:16+0000","2025-04-11T16:17:36+0000","-82463373393919","Asia/Calcutta","false","false",,,"kanban","366","","TASK"
"","ME","Daily EB units check ","TEXT","","","N","2025-04-09T16:00:00+0000","2025-04-09T16:00:00+0000","PT0S","","5","2","2025-03-30T11:46:16+0000","2025-04-11T08:48:07+0000","-82463373393919","Asia/Calcutta","false","false",,,"kanban","367","","TASK"
"","ME","Daily EB units check ","TEXT","","","N","2025-04-08T16:00:00+0000","2025-04-08T16:00:00+0000","PT0S","","5","2","2025-03-30T11:46:16+0000","2025-04-08T08:02:50+0000","-82463373393919","Asia/Calcutta","false","false",,,"kanban","368","","TASK"
"","ME","Daily EB units check ","TEXT","","","N","2025-04-03T16:00:00+0000","2025-04-03T16:00:00+0000","PT0S","","5","2","2025-03-30T11:46:16+0000","2025-04-04T17:07:25+0000","-82463373393919","Asia/Calcutta","false","false",,,"kanban","369","","TASK"
"","ME","Daily EB units check ","TEXT","","","N","2025-03-31T16:00:00+0000","2025-03-31T16:00:00+0000","PT0S","","5","2","2025-03-30T11:46:16+0000","2025-04-03T07:22:29+0000","-82463373393919","Asia/Calcutta","false","false",,,"kanban","370","","TASK"
"","ME","Daily EB units check ","TEXT","","","N","2025-03-30T16:00:00+0000","2025-03-30T16:00:00+0000","PT0S","","5","2","2025-03-30T11:46:16+0000","2025-03-31T10:18:13+0000","-82463373393919","Asia/Calcutta","false","false",,,"kanban","371","","TASK"
"","ME","Beef >> protect the soup","TEXT","","","N","2025-03-29T18:30:00+0000","2025-03-29T18:30:00+0000","","","0","2","2025-03-30T11:44:46+0000","2025-04-17T13:03:04+0000","-81363861766143","Asia/Calcutta","true","false",,,"kanban","372","","TASK"
"","ME","Beef >> taste the pickle","TEXT","","","N","2025-03-29T18:30:00+0000","2025-03-29T18:30:00+0000","","","0","2","2025-03-30T11:44:21+0000","2025-04-17T13:03:08+0000","-80264350138367","Asia/Calcutta","true","false",,,"kanban","373","","TASK"
"","ME","Electrician work for AC","TEXT","","","N","2025-03-28T18:30:00+0000","2025-03-28T18:30:00+0000","","","5","2","2025-03-29T10:15:56+0000","2025-03-30T11:43:35+0000","-79164838510591","Asia/Calcutta","true","false",,,"kanban","374","","TASK"
"","ME","Move Desktop to Farah table","TEXT","","","N","2025-03-27T18:30:00+0000","2025-03-27T18:30:00+0000","","","0","2","2025-03-28T10:21:12+0000","2025-03-29T15:22:32+0000","-78065326882815","Asia/Calcutta","true","false",,,"kanban","375","","TASK"
"","ME","Diff between LLM vs Gen AI","TEXT","","","N","2025-03-26T18:30:00+0000","2025-03-26T18:30:00+0000","","","0","2","2025-03-27T02:07:50+0000","2025-03-29T15:22:38+0000","-76965815255039","Asia/Calcutta","true","false",,,"kanban","376","","TASK"
"","ME","A name for Hospital AI","TEXT","","","N","2025-04-29T01:30:00+0000","2025-04-29T01:30:00+0000","PT0S","","0","2","2025-03-25T10:13:58+0000","2025-04-30T03:01:51+0000","-75866303627263","Asia/Calcutta","false","false",,,"kanban","377","","TASK"
"","ME","A name for Hospital AI","TEXT","","","N","2025-03-30T01:30:00+0000","2025-03-30T01:30:00+0000","PT0S","","0","2","2025-03-25T10:13:58+0000","2025-04-29T03:45:21+0000","-75866303627263","Asia/Calcutta","false","false",,,"kanban","378","","TASK"
"","ME","Pay EB bills","TEXT","","","N","2025-03-25T06:30:00+0000","2025-03-25T06:30:00+0000","PT0S","","5","2","2025-03-25T04:37:28+0000","2025-03-25T06:49:32+0000","-74766791999487","Asia/Calcutta","false","false",,,"kanban","379","","TASK"
"","ME","Start a BLOG after a long time","TEXT","","","N","2025-03-29T18:30:00+0000","2025-03-29T18:30:00+0000","","","0","2","2025-03-23T16:16:10+0000","2025-05-27T16:14:19+0000","-73667280371711","Asia/Calcutta","true","false",,,"kanban","380","","TASK"
"","ME","BEEF -- cooking day 1","TEXT","","","N","2025-03-19T10:00:00+0000","2025-03-19T10:00:00+0000","PT0S","","0","2","2025-03-19T07:30:38+0000","2025-03-23T16:19:08+0000","-72567768743935","Asia/Calcutta","false","false",,,"kanban","381","","TASK"
"","ME","Call Reshma ","TEXT","","","N","2025-03-19T06:30:00+0000","2025-03-19T06:30:00+0000","PT0S","","0","2","2025-03-19T05:16:28+0000","2025-03-19T07:29:57+0000","-71468257116159","Asia/Calcutta","false","false",,,"kanban","382","","TASK"
"","ME","Research on ""Beef Sukka""","TEXT","","","N","2025-03-17T18:30:00+0000","2025-03-17T18:30:00+0000","","","5","2","2025-03-18T01:52:03+0000","2025-03-19T07:32:04+0000","-70368745488383","Asia/Calcutta","true","false",,,"kanban","383","","TASK"
"","ME","Call FSSAI guy","TEXT","","","N","2025-03-18T04:00:00+0000","2025-03-18T04:00:00+0000","PT0S","","0","2","2025-03-18T01:51:24+0000","2025-03-18T06:56:53+0000","-69269233860607","Asia/Calcutta","false","false",,,"kanban","384","","TASK"
"","ME","Farah ","TEXT","","","N","2025-03-15T07:00:00+0000","2025-03-15T07:00:00+0000","PT0S","","0","2","2025-03-15T04:29:42+0000","2025-03-15T12:31:23+0000","-68169722232831","Asia/Calcutta","false","false",,,"kanban","385","","TASK"
"","ME","FARAH -- study tips DAILY","TEXT","","","N","2025-07-05T01:30:00+0000","2025-07-05T01:30:00+0000","PT0S","","0","2","2025-03-12T04:51:23+0000","2025-07-05T09:28:35+0000","-67070210605055","Asia/Calcutta","false","false",,,"kanban","386","","TASK"
"","ME","FARAH -- study tips DAILY","TEXT","","","N","2025-07-04T01:30:00+0000","2025-07-04T01:30:00+0000","PT0S","","0","2","2025-03-12T04:51:23+0000","2025-07-04T04:27:47+0000","-67070210605055","Asia/Calcutta","false","false",,,"kanban","387","","TASK"
"","ME","FARAH -- study tips DAILY","TEXT","","","N","2025-07-01T01:30:00+0000","2025-07-01T01:30:00+0000","PT0S","","0","2","2025-03-12T04:51:23+0000","2025-07-01T04:08:14+0000","-67070210605055","Asia/Calcutta","false","false",,,"kanban","388","","TASK"
"","ME","FARAH -- study tips DAILY","TEXT","","","N","2025-06-30T01:30:00+0000","2025-06-30T01:30:00+0000","PT0S","","0","2","2025-03-12T04:51:23+0000","2025-06-30T04:31:31+0000","-67070210605055","Asia/Calcutta","false","false",,,"kanban","389","","TASK"
"","ME","FARAH -- study tips DAILY","TEXT","","","N","2025-06-26T01:30:00+0000","2025-06-26T01:30:00+0000","PT0S","","0","2","2025-03-12T04:51:23+0000","2025-06-27T17:07:17+0000","-67070210605055","Asia/Calcutta","false","false",,,"kanban","390","","TASK"
"","ME","FARAH -- study tips DAILY","TEXT","","","N","2025-06-25T01:30:00+0000","2025-06-25T01:30:00+0000","PT0S","","0","2","2025-03-12T04:51:23+0000","2025-06-25T05:51:46+0000","-67070210605055","Asia/Calcutta","false","false",,,"kanban","391","","TASK"
"","ME","FARAH -- study tips DAILY","TEXT","","","N","2025-06-15T01:30:00+0000","2025-06-15T01:30:00+0000","PT0S","","0","2","2025-03-12T04:51:23+0000","2025-06-15T16:51:27+0000","-67070210605055","Asia/Calcutta","false","false",,,"kanban","392","","TASK"
"","ME","FARAH -- study tips DAILY","TEXT","","","N","2025-06-06T01:30:00+0000","2025-06-06T01:30:00+0000","PT0S","","0","2","2025-03-12T04:51:23+0000","2025-06-12T06:34:09+0000","-67070210605055","Asia/Calcutta","false","false",,,"kanban","393","","TASK"
"","ME","FARAH -- study tips DAILY","TEXT","","","N","2025-06-05T01:30:00+0000","2025-06-05T01:30:00+0000","PT0S","","0","2","2025-03-12T04:51:23+0000","2025-06-05T13:19:18+0000","-67070210605055","Asia/Calcutta","false","false",,,"kanban","394","","TASK"
"","ME","FARAH -- study tips DAILY","TEXT","","","N","2025-06-04T01:30:00+0000","2025-06-04T01:30:00+0000","PT0S","","0","2","2025-03-12T04:51:23+0000","2025-06-04T13:11:19+0000","-67070210605055","Asia/Calcutta","false","false",,,"kanban","395","","TASK"
"","ME","FARAH -- study tips DAILY","TEXT","","","N","2025-05-06T01:30:00+0000","2025-05-06T01:30:00+0000","PT0S","","0","2","2025-03-12T04:51:23+0000","2025-05-07T08:07:17+0000","-67070210605055","Asia/Calcutta","false","false",,,"kanban","396","","TASK"
"","ME","FARAH -- study tips DAILY","TEXT","","","N","2025-05-05T01:30:00+0000","2025-05-05T01:30:00+0000","PT0S","","0","2","2025-03-12T04:51:23+0000","2025-05-05T08:38:26+0000","-67070210605055","Asia/Calcutta","false","false",,,"kanban","397","","TASK"
"","ME","FARAH -- study tips DAILY","TEXT","","","N","2025-04-23T01:30:00+0000","2025-04-23T01:30:00+0000","PT0S","","0","2","2025-03-12T04:51:23+0000","2025-04-23T04:24:14+0000","-67070210605055","Asia/Calcutta","false","false",,,"kanban","398","","TASK"
"","ME","FARAH -- study tips DAILY","TEXT","","","N","2025-04-13T01:30:00+0000","2025-04-13T01:30:00+0000","PT0S","","0","2","2025-03-12T04:51:23+0000","2025-04-17T04:15:46+0000","-67070210605055","Asia/Calcutta","false","false",,,"kanban","399","","TASK"
"","ME","FARAH -- study tips DAILY","TEXT","","","N","2025-04-12T01:30:00+0000","2025-04-12T01:30:00+0000","PT0S","","0","2","2025-03-12T04:51:23+0000","2025-04-13T16:21:28+0000","-67070210605055","Asia/Calcutta","false","false",,,"kanban","400","","TASK"
"","ME","FARAH -- study tips DAILY","TEXT","","","N","2025-04-11T01:30:00+0000","2025-04-11T01:30:00+0000","PT0S","","0","2","2025-03-12T04:51:23+0000","2025-04-11T16:18:02+0000","-67070210605055","Asia/Calcutta","false","false",,,"kanban","401","","TASK"
"","ME","FARAH -- study tips DAILY","TEXT","","","N","2025-04-10T01:30:00+0000","2025-04-10T01:30:00+0000","PT0S","","0","2","2025-03-12T04:51:23+0000","2025-04-11T16:17:59+0000","-67070210605055","Asia/Calcutta","false","false",,,"kanban","402","","TASK"
"","ME","FARAH -- study tips DAILY","TEXT","","","N","2025-04-09T01:30:00+0000","2025-04-09T01:30:00+0000","PT0S","","0","2","2025-03-12T04:51:23+0000","2025-04-09T05:17:31+0000","-67070210605055","Asia/Calcutta","false","false",,,"kanban","403","","TASK"
"","ME","FARAH -- study tips DAILY","TEXT","","","N","2025-04-08T01:30:00+0000","2025-04-08T01:30:00+0000","PT0S","","0","2","2025-03-12T04:51:23+0000","2025-04-08T04:10:19+0000","-67070210605055","Asia/Calcutta","false","false",,,"kanban","404","","TASK"
"","ME","FARAH -- study tips DAILY","TEXT","","","N","2025-04-04T01:30:00+0000","2025-04-04T01:30:00+0000","PT0S","","0","2","2025-03-12T04:51:23+0000","2025-04-04T05:00:46+0000","-67070210605055","Asia/Calcutta","false","false",,,"kanban","405","","TASK"
"","ME","FARAH -- study tips DAILY","TEXT","","","N","2025-04-02T01:30:00+0000","2025-04-02T01:30:00+0000","PT0S","","0","2","2025-03-12T04:51:23+0000","2025-04-04T05:00:43+0000","-67070210605055","Asia/Calcutta","false","false",,,"kanban","406","","TASK"
"","ME","FARAH -- study tips DAILY","TEXT","","","N","2025-04-01T01:30:00+0000","2025-04-01T01:30:00+0000","PT0S","","0","2","2025-03-12T04:51:23+0000","2025-04-01T12:48:50+0000","-67070210605055","Asia/Calcutta","false","false",,,"kanban","407","","TASK"
"","ME","FARAH -- study tips DAILY","TEXT","","","N","2025-03-31T01:30:00+0000","2025-03-31T01:30:00+0000","PT0S","","0","2","2025-03-12T04:51:23+0000","2025-03-31T16:13:56+0000","-67070210605055","Asia/Calcutta","false","false",,,"kanban","408","","TASK"
"","ME","FARAH -- study tips DAILY","TEXT","","","N","2025-03-30T01:30:00+0000","2025-03-30T01:30:00+0000","PT0S","","0","2","2025-03-12T04:51:23+0000","2025-03-30T11:39:08+0000","-67070210605055","Asia/Calcutta","false","false",,,"kanban","409","","TASK"
"","ME","FARAH -- study tips DAILY","TEXT","","","N","2025-03-29T01:30:00+0000","2025-03-29T01:30:00+0000","PT0S","","0","2","2025-03-12T04:51:23+0000","2025-03-29T10:13:42+0000","-67070210605055","Asia/Calcutta","false","false",,,"kanban","410","","TASK"
"","ME","FARAH -- study tips DAILY","TEXT","","","N","2025-03-28T01:30:00+0000","2025-03-28T01:30:00+0000","PT0S","","0","2","2025-03-12T04:51:23+0000","2025-03-28T10:20:18+0000","-67070210605055","Asia/Calcutta","false","false",,,"kanban","411","","TASK"
"","ME","FARAH -- study tips DAILY","TEXT","","","N","2025-03-26T01:30:00+0000","2025-03-26T01:30:00+0000","PT0S","","0","2","2025-03-12T04:51:23+0000","2025-03-26T16:13:22+0000","-67070210605055","Asia/Calcutta","false","false",,,"kanban","412","","TASK"
"","ME","FARAH -- study tips DAILY","TEXT","","","N","2025-03-25T01:30:00+0000","2025-03-25T01:30:00+0000","PT0S","","0","2","2025-03-12T04:51:23+0000","2025-03-25T04:33:49+0000","-67070210605055","Asia/Calcutta","false","false",,,"kanban","413","","TASK"
"","ME","FARAH -- study tips DAILY","TEXT","","","N","2025-03-24T01:30:00+0000","2025-03-24T01:30:00+0000","PT0S","","0","2","2025-03-12T04:51:23+0000","2025-03-24T05:06:49+0000","-67070210605055","Asia/Calcutta","false","false",,,"kanban","414","","TASK"
"","ME","FARAH -- study tips DAILY","TEXT","","","N","2025-03-23T01:30:00+0000","2025-03-23T01:30:00+0000","PT0S","","0","2","2025-03-12T04:51:23+0000","2025-03-23T16:15:28+0000","-67070210605055","Asia/Calcutta","false","false",,,"kanban","415","","TASK"
"","ME","FARAH -- study tips DAILY","TEXT","","","N","2025-03-20T01:30:00+0000","2025-03-20T01:30:00+0000","PT0S","","0","2","2025-03-12T04:51:23+0000","2025-03-20T04:16:54+0000","-67070210605055","Asia/Calcutta","false","false",,,"kanban","416","","TASK"
"","ME","FARAH -- study tips DAILY","TEXT","","","N","2025-03-19T01:30:00+0000","2025-03-19T01:30:00+0000","PT0S","","0","2","2025-03-12T04:51:23+0000","2025-03-19T05:16:33+0000","-67070210605055","Asia/Calcutta","false","false",,,"kanban","417","","TASK"
"","ME","FARAH -- study tips DAILY","TEXT","","","N","2025-03-18T01:30:00+0000","2025-03-18T01:30:00+0000","PT0S","","0","2","2025-03-12T04:51:23+0000","2025-03-18T04:41:15+0000","-67070210605055","Asia/Calcutta","false","false",,,"kanban","418","","TASK"
"","ME","Ping Reju","TEXT","","","N","2025-08-02T13:30:00+0000","2025-08-02T13:30:00+0000","PT0S","","0","2","2025-03-11T04:43:47+0000","2025-09-19T10:04:28+0000","-65970698977279","Asia/Calcutta","false","false",,,"kanban","419","","TASK"
"","ME","Front room FAN clean ","TEXT","","","N","2025-03-18T11:00:00+0000","2025-03-18T11:00:00+0000","PT0S","","0","2","2025-03-05T06:57:48+0000","2025-04-26T11:45:34+0000","-64871187349503","Asia/Calcutta","false","false",,,"kanban","420","","TASK"
"","ME","Send Vijay details about AI development for Hospital","TEXT","","","N","2025-03-09T18:30:00+0000","2025-03-09T18:30:00+0000","","","5","2","2025-03-05T06:56:09+0000","2025-03-11T04:26:54+0000","-63771675721727","Asia/Calcutta","true","false",,,"kanban","421","","TASK"
"","ME","ACT --- Invoice Date : 01-MAR-25  Due Date: 20-MAR-25  Due Amount: 2389","TEXT","","","N","2025-03-18T04:30:00+0000","2025-03-18T04:30:00+0000","PT0S","","0","2","2025-03-03T01:44:43+0000","2025-03-23T16:18:39+0000","-62672164093951","Asia/Calcutta","false","false",,,"kanban","422","","TASK"
"","ME","Cut WPC board == 4 x 2 for Suji","TEXT","","","N","2025-08-02T10:00:00+0000","2025-08-02T10:00:00+0000","PT0S","","0","2","2025-02-25T05:37:02+0000","2025-09-19T10:04:33+0000","-62672164028415","Asia/Calcutta","false","false",,,"kanban","423","","TASK"
"","ME","Ashram visit with Suji","TEXT","","","N","2025-02-26T06:00:00+0000","2025-02-26T06:00:00+0000","-PT60M
PT0S","","0","2","2025-02-25T05:35:04+0000","2025-03-03T06:41:15+0000","-61572652400639","Asia/Calcutta","false","false",,,"kanban","424","","TASK"
"","ME","Call Razik","TEXT","","","N","2025-02-14T06:00:00+0000","2025-02-14T06:00:00+0000","PT0S","","0","2","2025-02-11T01:49:36+0000","2025-02-14T06:34:20+0000","-58274117517311","Asia/Calcutta","false","false",,,"kanban","425","","TASK"
"","ME","FARAH -- How to study -- motivate her before 23-Feb ","TEXT","","","N","2025-03-10T12:00:00+0000","2025-03-10T12:00:00+0000","PT0S","FREQ=DAILY;INTERVAL=1;UNTIL=20250223","5","2","2025-02-06T06:15:03+0000","2025-03-12T04:50:45+0000","-58274117451775","Asia/Calcutta","false","false",,,"kanban","426","","TASK"
"","ME","FARAH -- How to study -- motivate her before 23-Feb ","TEXT","","","N","2025-02-21T12:00:00+0000","2025-02-21T12:00:00+0000","PT0S","","5","2","2025-02-06T06:15:03+0000","2025-02-23T07:04:06+0000","-58274117451775","Asia/Calcutta","false","false",,,"kanban","427","","TASK"
